mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm
240,37,96,.385,7,37,.189,16,23,.696,19,32,51,17,9,7,18,21,97,,,.457,.422,.385,.240,33.9,84.2,54.3,45.9,8.8,14.0,14.5,100.0,94.3,107.0,,240,38,80,.475,12,30,.400,22,30,.733,6,37,43,28,9,6,19,22,110,,,.590,.550,.375,.375,15.8,66.1,45.7,73.7,8.8,10.2,16.9,100.0,107.0,94.3,
240,37,89,.416,13,32,.406,13,16,.813,11,28,39,24,9,7,11,17,100,,,.521,.489,.360,.180,22.0,68.3,42.9,64.9,9.5,13.7,10.3,100.0,105.8,122.8,,240,46,89,.517,15,38,.395,9,11,.818,13,39,52,29,6,7,16,17,116,,,.618,.601,.427,.124,31.7,78.0,57.1,63.0,6.4,12.3,14.6,100.0,122.8,105.8,
240,40,74,.541,10,28,.357,14,17,.824,4,37,41,29,7,6,15,17,104,,,.638,.608,.378,.230,11.8,75.5,49.4,72.5,7.6,10.9,15.5,100.0,112.8,98.7,,240,36,89,.404,10,34,.294,9,12,.750,12,30,42,20,7,1,13,20,91,,,.483,.461,.382,.135,24.5,88.2,50.6,55.6,7.6,2.2,12.1,100.0,98.7,112.8,
265,45,92,.489,9,26,.346,20,24,.833,12,39,51,27,7,7,14,18,119,,,.580,.538,.283,.261,28.6,73.6,53.7,60.0,6.9,13.5,12.0,100.0,118.0,111.0,,265,40,94,.426,17,42,.405,15,17,.882,14,30,44,26,3,7,15,22,112,,,.552,.516,.447,.181,26.4,71.4,46.3,65.0,3.0,10.6,12.9,100.0,111.0,118.0,
265,42,95,.442,19,47,.404,21,25,.840,8,38,46,31,9,4,14,19,124,,,.585,.542,.495,.263,16.3,80.9,47.9,73.8,8.1,7.1,11.7,100.0,111.8,107.3,,265,48,101,.475,11,45,.244,12,20,.600,9,41,50,29,9,4,14,18,119,,,.542,.530,.446,.198,19.1,83.7,52.1,60.4,8.1,8.3,11.3,100.0,107.3,111.8,
240,50,86,.581,18,40,.450,13,16,.813,6,30,36,31,1,3,12,21,131,,,.704,.686,.465,.186,16.2,69.8,45.0,62.0,1.0,6.4,11.4,100.0,134.6,143.9,,240,49,94,.521,20,47,.426,22,30,.733,13,31,44,39,7,4,5,16,140,,,.653,.628,.500,.319,30.2,83.8,55.0,79.6,7.2,8.7,4.5,100.0,143.9,134.6,
240,46,90,.511,15,34,.441,15,20,.750,7,40,47,31,5,8,9,18,122,,,.617,.594,.378,.222,16.7,76.9,50.0,67.4,5.0,16.3,8.3,100.0,122.9,116.9,,240,39,95,.411,18,46,.391,20,23,.870,12,35,47,26,7,4,9,19,116,,,.552,.505,.484,.242,23.1,83.3,50.0,66.7,7.1,7.1,7.9,100.0,116.9,122.9,
240,35,83,.422,9,32,.281,12,16,.750,6,37,43,21,8,6,19,17,91,,,.505,.476,.386,.193,14.6,74.0,47.3,60.0,8.1,15.8,17.4,100.0,91.6,109.7,,240,39,95,.411,20,57,.351,11,11,1.000,13,35,48,28,9,3,14,14,109,,,.546,.516,.600,.116,26.0,85.4,52.7,71.8,9.1,5.9,12.3,100.0,109.7,91.6,
240,48,91,.527,6,24,.250,14,17,.824,9,33,42,30,7,5,12,22,116,,,.589,.560,.264,.187,22.5,82.5,52.5,62.5,7.1,11.1,10.9,100.0,117.9,111.8,,240,42,83,.506,10,38,.263,16,20,.800,7,31,38,31,7,5,14,18,110,,,.599,.566,.458,.241,17.5,77.5,47.5,73.8,7.1,7.5,13.2,100.0,111.8,117.9,
240,47,91,.516,14,33,.424,17,21,.810,13,39,52,32,11,5,12,18,125,,,.624,.593,.363,.231,31.0,92.9,61.9,68.1,11.4,15.2,10.7,100.0,129.0,99.1,,240,32,75,.427,13,42,.310,19,23,.826,3,29,32,28,6,4,16,13,96,,,.564,.513,.560,.307,7.1,69.0,38.1,87.5,6.2,6.9,15.8,100.0,99.1,129.0,
