fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
36,83,0.434,17,39,0.436,16,18,0.889,7,27,34,28,9,4,11,24,105,0.577,0.536,0.47,0.217,16.7,81.8,45.3,77.8,9.7,9.8,10.8,113.2,117.5,f329e950-ffc2-4c4e-bacb-9dc949642755,Away,0,38,67,0.567,13,26,0.5,20,31,0.645,6,35,41,25,8,5,19,23,109,0.676,0.664,0.388,0.463,18.2,83.3,54.7,65.8,8.6,11.4,19.1,117.5,113.2
47,87,0.54,20,43,0.465,14,23,0.609,12,27,39,30,5,10,10,18,128,0.659,0.655,0.494,0.264,31.6,75.0,52.7,63.8,5.4,20.4,9.3,138.6,126.7,7889c453-dd45-4036-a41d-ff3cd820b0a2,Home,1,42,83,0.506,16,34,0.471,17,20,0.85,9,26,35,30,5,5,12,19,117,0.637,0.602,0.41,0.241,25.0,68.4,47.3,71.4,5.4,11.4,11.6,126.7,138.6
42,83,0.506,13,26,0.5,28,33,0.848,8,37,45,26,6,5,11,18,125,0.641,0.584,0.313,0.398,21.1,86.0,55.6,61.9,6.0,9.8,10.1,124.7,113.7,3305c492-b367-4283-baea-61243c047c74,Home,1,44,90,0.489,14,39,0.359,12,16,0.75,6,30,36,29,6,5,13,21,114,0.587,0.567,0.433,0.178,14.0,78.9,44.4,65.9,6.0,8.8,11.8,113.7,124.7
52,88,0.591,14,27,0.519,9,12,0.75,6,30,36,33,8,5,15,17,127,0.681,0.67,0.307,0.136,17.6,69.8,46.8,63.5,7.9,8.3,13.9,126.0,115.1,7630bf34-26b4-4c1c-bdda-8219d5e2aa7d,Home,1,45,92,0.489,11,32,0.344,15,22,0.682,13,28,41,27,9,8,15,15,116,0.57,0.549,0.348,0.239,30.2,82.4,53.2,60.0,8.9,13.1,12.9,115.1,126.0
48,95,0.505,9,32,0.281,22,24,0.917,12,38,50,29,6,7,11,17,127,0.602,0.553,0.337,0.253,28.6,71.7,52.6,60.4,6.0,10.9,9.4,126.2,106.3,b7faf4fd-3868-4abb-bf97-615eb9f77fba,Away,1,44,96,0.458,6,32,0.188,13,22,0.591,15,30,45,26,6,3,11,18,107,0.506,0.49,0.333,0.229,28.3,71.4,47.4,59.1,6.0,4.8,9.4,106.3,126.2
45,102,0.441,10,40,0.25,15,18,0.833,15,43,58,28,8,8,8,20,115,0.523,0.49,0.392,0.176,30.6,70.5,52.7,62.2,8.2,13.3,6.8,117.5,98.1,7f5db007-bdf9-49a8-ae1f-8b4b05b5d099,Away,1,36,100,0.36,10,40,0.25,14,16,0.875,18,34,52,21,2,9,11,13,96,0.448,0.41,0.4,0.16,29.5,69.4,47.3,58.3,2.0,14.5,9.3,98.1,117.5
38,80,0.475,11,34,0.324,21,28,0.75,6,31,37,28,8,3,13,21,108,0.585,0.544,0.425,0.35,14.6,73.8,44.6,73.7,8.2,6.5,12.3,110.9,121.2,6892c3d7-1c68-4640-9f1c-5bc06c88562b,Away,0,42,86,0.488,13,40,0.325,21,26,0.808,11,35,46,28,6,3,13,18,118,0.606,0.564,0.465,0.302,26.2,85.4,55.4,66.7,6.2,6.5,11.8,121.2,110.9
47,100,0.47,12,30,0.4,19,22,0.864,18,34,52,25,9,7,8,16,125,0.57,0.53,0.3,0.22,35.3,73.9,53.6,53.2,9.1,10.3,6.8,126.1,110.0,4c875e3d-b303-43fb-867f-f1647c6b6255,Away,1,45,97,0.464,9,29,0.31,10,15,0.667,12,33,45,19,4,10,13,19,109,0.526,0.51,0.299,0.155,26.1,64.7,46.4,42.2,4.0,14.3,11.1,110.0,126.1
53,89,0.596,14,29,0.483,16,19,0.842,7,29,36,31,12,5,11,21,136,0.698,0.674,0.326,0.213,21.9,69.0,48.6,58.5,12.0,10.2,10.2,135.9,124.9,b40e16a8-eacc-4425-831a-a240b9569c2d,Away,1,45,89,0.506,17,40,0.425,18,24,0.75,13,25,38,28,5,3,17,18,125,0.628,0.601,0.449,0.27,31.0,78.1,51.4,62.2,5.0,5.0,14.6,124.9,135.9
34,77,0.442,16,39,0.41,19,22,0.864,9,39,48,23,6,5,17,12,103,0.594,0.545,0.506,0.286,21.4,76.5,51.6,67.6,6.5,8.2,16.4,111.1,102.5,5ee954f4-5418-41a2-8cc8-3275c28ed219,Away,1,38,91,0.418,8,30,0.267,11,12,0.917,12,33,45,24,9,0,10,19,95,0.493,0.462,0.33,0.132,23.5,78.6,48.4,63.2,9.7,0.0,9.4,102.5,111.1
