fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,Location,Opponent,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,opp_Opponent
41,88,0.466,16,39,0.41,14,18,0.778,17,36,53,23,10,9,17,12,112,0.584,0.557,0.443,0.205,40.5,66.7,55.2,56.1,10.8,16.4,15.1,120.7,91.6,Home,BRK,35,98,0.357,11,43,0.256,4,8,0.5,18,25,43,26,7,4,15,13,85,0.419,0.413,0.439,0.082,33.3,59.5,44.8,74.3,7.5,8.2,12.9,91.6,120.7,NOP
45,81,0.556,12,26,0.462,15,17,0.882,9,32,41,30,7,5,14,24,117,0.661,0.63,0.321,0.21,31.0,80.0,59.4,66.7,7.5,9.8,13.7,125.8,114.0,Away,MIN,37,82,0.451,10,31,0.323,22,27,0.815,8,20,28,26,7,6,13,13,106,0.565,0.512,0.378,0.329,20.0,69.0,40.6,70.3,7.5,10.9,12.2,114.0,125.8,NOP
33,92,0.359,12,29,0.414,17,23,0.739,14,29,43,22,9,5,9,17,95,0.465,0.424,0.315,0.25,25.9,74.4,46.2,66.7,9.6,10.9,8.1,101.4,118.5,Home,LAC,40,82,0.488,15,36,0.417,16,20,0.8,10,40,50,28,6,7,15,18,111,0.611,0.579,0.439,0.244,25.6,74.1,53.8,70.0,6.4,11.1,14.2,118.5,101.4,NOP
50,82,0.61,19,35,0.543,14,16,0.875,9,42,51,35,2,9,16,14,133,0.747,0.726,0.427,0.195,34.6,84.0,67.1,70.0,2.1,19.6,15.2,141.3,106.2,Away,SAC,38,91,0.418,15,45,0.333,9,12,0.75,8,17,25,28,9,2,9,12,100,0.519,0.5,0.495,0.132,16.0,65.4,32.9,73.7,9.6,4.3,8.5,106.2,141.3,NOP
54,94,0.574,19,40,0.475,14,19,0.737,13,34,47,37,11,7,11,19,141,0.689,0.676,0.426,0.202,31.0,70.8,52.2,68.5,11.2,14.0,9.7,143.2,106.6,Away,GSW,39,89,0.438,12,39,0.308,15,18,0.833,14,29,43,24,4,4,17,19,105,0.542,0.506,0.438,0.202,29.2,69.0,47.8,61.5,4.1,7.4,14.9,106.6,143.2,NOP
42,89,0.472,13,33,0.394,16,22,0.727,8,27,35,30,9,3,9,10,113,0.573,0.545,0.371,0.247,17.4,73.0,42.2,71.4,9.0,5.3,8.4,113.3,125.3,Away,DEN,50,90,0.556,14,33,0.424,11,15,0.733,10,38,48,30,5,4,17,18,125,0.647,0.633,0.367,0.167,27.0,82.6,57.8,60.0,5.0,7.1,15.0,125.3,113.3,NOP
39,79,0.494,12,30,0.4,28,37,0.757,14,30,44,29,7,4,11,20,118,0.619,0.57,0.38,0.468,35.9,76.9,56.4,74.4,7.8,9.8,10.4,130.9,119.8,Away,DAL,37,82,0.451,15,41,0.366,19,20,0.95,9,25,34,23,6,1,12,25,108,0.595,0.543,0.5,0.244,23.1,64.1,43.6,62.2,6.7,2.0,11.7,119.8,130.9,NOP
41,81,0.506,7,23,0.304,31,41,0.756,8,29,37,21,9,2,10,28,120,0.606,0.549,0.284,0.506,21.6,69.0,46.8,51.2,9.3,4.8,9.2,123.8,128.9,Away,DAL,39,85,0.459,18,43,0.419,29,35,0.829,13,29,42,24,4,6,12,29,125,0.623,0.565,0.506,0.412,31.0,78.4,53.2,61.5,4.1,10.3,10.7,128.9,123.8,NOP
44,88,0.5,25,47,0.532,19,23,0.826,16,34,50,32,11,3,13,14,132,0.673,0.642,0.534,0.261,38.1,69.4,54.9,72.7,11.8,6.7,11.7,141.4,119.9,Home,CHO,39,90,0.433,19,45,0.422,15,18,0.833,15,26,41,29,7,8,14,19,112,0.572,0.539,0.5,0.2,30.6,61.9,45.1,74.4,7.5,19.5,12.5,119.9,141.4,NOP
41,93,0.441,10,42,0.238,17,23,0.739,9,33,42,27,4,5,11,16,109,0.529,0.495,0.452,0.247,18.0,82.5,46.7,65.9,3.9,9.6,9.6,105.9,119.5,Home,PHO,46,93,0.495,15,41,0.366,16,21,0.762,7,41,48,32,7,3,10,17,123,0.602,0.575,0.441,0.226,17.5,82.0,53.3,69.6,6.8,5.9,8.9,119.5,105.9,NOP
