Player,Year,Team,Stat,Value-Stat
Chris Bosh,2006,TOR,DRB,6.3
LeBron James,2006,CLE,DRB,6.1
Samuel Dalembert,2006,PHI,DRB,5.8
Udonis Haslem,2006,MIA,DRB,5.8
Andrei Kirilenko,2006,UTA,DRB,5.7
Paul Pierce,2006,BOS,DRB,5.7
Jeff Foster,2006,IND,DRB,5.6
Jeff Foster,2006,IND,ORB,3.6
Dwight Howard,2006,ORL,ORB,3.5
Zaza Pachulia,2006,ATL,ORB,3.4
Erick Dampier,2006,DAL,ORB,3.3
Zydrunas Ilgauskas,2006,CLE,ORB,3.1
Elton Brand,2006,LAC,ORB,3.0
Chris Bosh,2006,TOR,ORB,2.9
Tim Duncan,2006,SAS,ORB,2.9
Yao Ming,2006,HOU,ORB,2.6
Mehmet Okur,2006,UTA,ORB,2.6
P.J. Brown,2006,NOK,ORB,2.4
Samuel Dalembert,2006,PHI,ORB,2.4
Chris Kaman,2006,LAC,ORB,2.4
David West,2006,NOK,ORB,2.3
Andrei Kirilenko,2006,UTA,ORB,2.3
Kobe Bryant,2006,LAL,FT,8.7
Paul Pierce,2006,BOS,FT,7.9
LeBron James,2006,CLE,FT,7.6
Chris Bosh,2006,TOR,FT,6.8
Dirk Nowitzki,2006,DAL,FT,6.7
Michael Redd,2006,MIL,FT,6.3
Yao Ming,2006,HOU,FT,5.9
Elton Brand,2006,LAC,FT,5.6
Chris Paul,2006,NOK,FT,5.1
Andrei Kirilenko,2006,UTA,FT,5.0
Manu Ginóbili,2006,SAS,FT,4.3
Dwight Howard,2006,ORL,FT,4.3
Eddy Curry,2006,NYK,FT,4.3
Mehmet Okur,2006,UTA,FT,4.3
Tim Duncan,2006,SAS,FT,4.2
Chris Paul,2006,NOK,STL,2.2
Kobe Bryant,2006,LAL,STL,1.8
LeBron James,2006,CLE,STL,1.6
Andre Iguodala,2006,PHI,STL,1.6
Manu Ginóbili,2006,SAS,STL,1.6
Andrei Kirilenko,2006,UTA,STL,1.5
Paul Pierce,2006,BOS,STL,1.4
Marko Jarić,2006,MIN,STL,1.4
T.J. Ford,2006,MIL,STL,1.4
Jason Terry,2006,DAL,STL,1.3
Morris Peterson,2006,TOR,STL,1.3
Josh Childress,2006,ATL,STL,1.2
Greg Buckner,2006,DEN,STL,1.2
Michael Redd,2006,MIL,STL,1.2
Bobby Simmons,2006,MIL,STL,1.1
Andrei Kirilenko,2006,UTA,BLK,3.2
Elton Brand,2006,LAC,BLK,2.5
Samuel Dalembert,2006,PHI,BLK,2.4
Eddie Griffin,2006,MIN,BLK,2.1
Tim Duncan,2006,SAS,BLK,2.0
Zydrunas Ilgauskas,2006,CLE,BLK,1.7
Yao Ming,2006,HOU,BLK,1.6
Dwight Howard,2006,ORL,BLK,1.4
Chris Kaman,2006,LAC,BLK,1.4
Erick Dampier,2006,DAL,BLK,1.3
Greg Ostertag,2006,UTA,BLK,1.1
Rasho Nesterović,2006,SAS,BLK,1.1
Chris Bosh,2006,TOR,BLK,1.1
Steven Hunter,2006,PHI,BLK,1.1
Dirk Nowitzki,2006,DAL,BLK,1.0
Kobe Bryant,2006,LAL,3P,2.3
Morris Peterson,2006,TOR,3P,2.2
Ben Gordon,2006,CHI,3P,2.1
Jason Terry,2006,DAL,3P,2.1
Michael Redd,2006,MIL,3P,2.0
Steve Nash,2006,PHO,3P,1.9
LeBron James,2006,CLE,3P,1.6
Jumaine Jones,2006,CHA,3P,1.5
James Jones,2006,PHO,3P,1.5
Paul Pierce,2006,BOS,3P,1.4
Chris Duhon,2006,CHI,3P,1.4
Bobby Simmons,2006,MIL,3P,1.4
Dirk Nowitzki,2006,DAL,3P,1.4
Manu Ginóbili,2006,SAS,3P,1.3
Matt Bonner,2006,TOR,3P,1.3
Nick Collison,2007,SEA,PTS,9.6
Andris Biedriņš,2007,GSW,PTS,9.5
Morris Peterson,2007,TOR,PTS,8.9
Damien Wilkins,2007,SEA,PTS,8.8
Jorge Garbajosa,2007,TOR,PTS,8.5
Ime Udoka,2007,POR,PTS,8.4
Andrei Kirilenko,2007,UTA,PTS,8.3
Keyon Dooling,2007,ORL,PTS,7.9
Salim Stoudamire,2007,ATL,PTS,7.7
Linas Kleiza,2007,DEN,PTS,7.6
Craig Smith,2007,MIN,PTS,7.4
Chris Duhon,2007,CHI,PTS,7.2
Jarvis Hayes,2007,WAS,PTS,7.2
Erick Dampier,2007,DAL,PTS,7.1
Martell Webster,2007,POR,PTS,7.0
Chris Paul,2007,NOK,AST,8.9
T.J. Ford,2007,TOR,AST,7.9
Jamaal Tinsley,2007,IND,AST,6.9
LeBron James,2007,CLE,AST,6.0
Andre Iguodala,2007,PHI,AST,5.7
Tony Parker,2007,SAS,AST,5.5
Kobe Bryant,2007,LAL,AST,5.4
Jason Terry,2007,DAL,AST,5.2
Lamar Odom,2007,LAL,AST,4.8
Chris Duhon,2007,CHI,AST,4.0
Brandon Roy,2007,POR,AST,4.0
Richard Hamilton,2007,DET,AST,3.8
Ben Gordon,2007,CHI,AST,3.6
Manu Ginóbili,2007,SAS,AST,3.5
Dirk Nowitzki,2007,DAL,AST,3.4
Dwight Howard,2007,ORL,DRB,8.8
Carlos Boozer,2007,UTA,DRB,8.5
Chris Bosh,2007,TOR,DRB,8.0
Tim Duncan,2007,SAS,DRB,7.9
Lamar Odom,2007,LAL,DRB,7.9
Al Jefferson,2007,BOS,DRB,7.5
Emeka Okafor,2007,CHA,DRB,7.4
Dirk Nowitzki,2007,DAL,DRB,7.3
Andris Biedriņš,2007,GSW,DRB,6.2
Samuel Dalembert,2007,PHI,DRB,6.0
Elton Brand,2007,LAC,DRB,6.0
Udonis Haslem,2007,MIA,DRB,5.9
LeBron James,2007,CLE,DRB,5.7
David West,2007,NOK,DRB,5.7
Chris Kaman,2007,LAC,DRB,5.7
Emeka Okafor,2007,CHA,ORB,3.9
Dwight Howard,2007,ORL,ORB,3.5
Al Jefferson,2007,BOS,ORB,3.4
Jeff Foster,2007,IND,ORB,3.4
Elton Brand,2007,LAC,ORB,3.4
Carlos Boozer,2007,UTA,ORB,3.2
Zydrunas Ilgauskas,2007,CLE,ORB,3.1
Andris Biedriņš,2007,GSW,ORB,3.1
Erick Dampier,2007,DAL,ORB,2.9
Samuel Dalembert,2007,PHI,ORB,2.9
Nick Collison,2007,SEA,ORB,2.8
Zaza Pachulia,2007,ATL,ORB,2.8
Tim Duncan,2007,SAS,ORB,2.7
Chris Bosh,2007,TOR,ORB,2.7
David West,2007,NOK,ORB,2.4
Kobe Bryant,2007,LAL,FT,8.7
Corey Maggette,2007,LAC,FT,6.9
Chris Bosh,2007,TOR,FT,6.7
Michael Redd,2007,MIL,FT,6.5
Dirk Nowitzki,2007,DAL,FT,6.4
LeBron James,2007,CLE,FT,6.3
Andre Iguodala,2007,PHI,FT,5.9
Eddy Curry,2007,NYK,FT,5.0
Dwight Howard,2007,ORL,FT,4.8
Richard Hamilton,2007,DET,FT,4.6
Chris Paul,2007,NOK,FT,4.6
Ben Gordon,2007,CHI,FT,4.6
Tim Duncan,2007,SAS,FT,4.5
Elton Brand,2007,LAC,FT,4.4
Manu Ginóbili,2007,SAS,FT,4.3
Andre Iguodala,2007,PHI,STL,2.0
Chris Paul,2007,NOK,STL,1.8
LeBron James,2007,CLE,STL,1.6
Jamaal Tinsley,2007,IND,STL,1.6
Manu Ginóbili,2007,SAS,STL,1.5
Kobe Bryant,2007,LAL,STL,1.4
T.J. Ford,2007,TOR,STL,1.3
Michael Redd,2007,MIL,STL,1.2
Jorge Garbajosa,2007,TOR,STL,1.2
Brandon Roy,2007,POR,STL,1.2
Marko Jarić,2007,MIN,STL,1.1
Andrei Kirilenko,2007,UTA,STL,1.1
Zaza Pachulia,2007,ATL,STL,1.1
Josh Childress,2007,ATL,STL,1.1
Damien Wilkins,2007,SEA,STL,1.1
Emeka Okafor,2007,CHA,BLK,2.6
Tim Duncan,2007,SAS,BLK,2.4
Elton Brand,2007,LAC,BLK,2.2
Andrei Kirilenko,2007,UTA,BLK,2.1
Dwight Howard,2007,ORL,BLK,1.9
Samuel Dalembert,2007,PHI,BLK,1.9
Andris Biedriņš,2007,GSW,BLK,1.7
Chris Kaman,2007,LAC,BLK,1.5
Al Jefferson,2007,BOS,BLK,1.5
Etan Thomas,2007,WAS,BLK,1.4
Chris Bosh,2007,TOR,BLK,1.3
Zydrunas Ilgauskas,2007,CLE,BLK,1.3
Steven Hunter,2007,PHI,BLK,1.1
Rasho Nesterović,2007,TOR,BLK,1.1
Erick Dampier,2007,DAL,BLK,1.1
Michael Redd,2007,MIL,3P,2.2
Steve Nash,2007,PHO,3P,2.1
Jason Terry,2007,DAL,3P,2.0
Ben Gordon,2007,CHI,3P,1.9
Kobe Bryant,2007,LAL,3P,1.8
Manu Ginóbili,2007,SAS,3P,1.7
Jason Kapono,2007,MIA,3P,1.6
Anthony Parker,2007,TOR,3P,1.6
Mehmet Okur,2007,UTA,3P,1.6
Morris Peterson,2007,TOR,3P,1.5
Andrea Bargnani,2007,TOR,3P,1.5
LeBron James,2007,CLE,3P,1.3
Ime Udoka,2007,POR,3P,1.2
James Jones,2007,PHO,3P,1.2
Chris Duhon,2007,CHI,3P,1.1
Nick Collison,2008,SEA,PTS,9.8
Craig Smith,2008,MIN,PTS,9.4
Damien Wilkins,2008,SEA,PTS,9.2
Jordan Farmar,2008,LAL,PTS,9.1
Carlos Delfino,2008,TOR,PTS,9.0
Yi Jianlian,2008,MIL,PTS,8.6
Kelenna Azubuike,2008,GSW,PTS,8.5
Brandon Bass,2008,DAL,PTS,8.3
Marko Jarić,2008,MIN,PTS,8.3
Josh Boone,2008,NJN,PTS,8.2
Marquis Daniels,2008,IND,PTS,8.2
Matt Harpring,2008,UTA,PTS,8.2
Quentin Richardson,2008,NYK,PTS,8.1
Keyon Dooling,2008,ORL,PTS,8.1
James Jones,2008,POR,PTS,8.0
LeBron James,2008,CLE,AST,7.2
T.J. Ford,2008,TOR,AST,6.1
Tony Parker,2008,SAS,AST,6.0
Brandon Roy,2008,POR,AST,5.8
Kobe Bryant,2008,LAL,AST,5.4
Andre Iguodala,2008,PHI,AST,4.8
Paul Pierce,2008,BOS,AST,4.5
Manu Ginóbili,2008,SAS,AST,4.5
Richard Hamilton,2008,DET,AST,4.2
Marko Jarić,2008,MIN,AST,4.1
Andrei Kirilenko,2008,UTA,AST,4.0
Chris Duhon,2008,CHI,AST,4.0
Dirk Nowitzki,2008,DAL,AST,3.5
Lamar Odom,2008,LAL,AST,3.5
Michael Redd,2008,MIL,AST,3.4
Chris Kaman,2008,LAC,DRB,9.6
Tim Duncan,2008,SAS,DRB,8.3
Lamar Odom,2008,LAL,DRB,8.1
Carlos Boozer,2008,UTA,DRB,8.0
Yao Ming,2008,HOU,DRB,7.7
Emeka Okafor,2008,CHA,DRB,7.6
Al Jefferson,2008,MIN,DRB,7.4
Dirk Nowitzki,2008,DAL,DRB,7.3
Al Horford,2008,ATL,DRB,6.6
Samuel Dalembert,2008,PHI,DRB,6.6
David West,2008,NOH,DRB,6.5
Andris Biedriņš,2008,GSW,DRB,6.4
Nick Collison,2008,SEA,DRB,6.1
LeBron James,2008,CLE,DRB,6.1
Chris Bosh,2008,TOR,DRB,6.1
Al Jefferson,2008,MIN,ORB,3.8
Samuel Dalembert,2008,PHI,ORB,3.7
Zydrunas Ilgauskas,2008,CLE,ORB,3.6
Andris Biedriņš,2008,GSW,ORB,3.4
Jeff Foster,2008,IND,ORB,3.4
Dwight Howard,2008,ORL,ORB,3.4
Nick Collison,2008,SEA,ORB,3.3
Al Horford,2008,ATL,ORB,3.1
Chris Kaman,2008,LAC,ORB,3.1
Emeka Okafor,2008,CHA,ORB,3.1
Yao Ming,2008,HOU,ORB,3.1
Tim Duncan,2008,SAS,ORB,3.0
Erick Dampier,2008,DAL,ORB,2.9
Josh Boone,2008,NJN,ORB,2.7
Lamar Odom,2008,LAL,ORB,2.6
Corey Maggette,2008,LAC,FT,7.9
Kobe Bryant,2008,LAL,FT,7.6
LeBron James,2008,CLE,FT,7.3
Chris Bosh,2008,TOR,FT,7.0
Dwight Howard,2008,ORL,FT,6.5
Yao Ming,2008,HOU,FT,6.3
Dirk Nowitzki,2008,DAL,FT,6.2
Michael Redd,2008,MIL,FT,5.6
Manu Ginóbili,2008,SAS,FT,5.1
Paul Pierce,2008,BOS,FT,5.1
Andre Iguodala,2008,PHI,FT,4.5
Tim Duncan,2008,SAS,FT,4.3
Chris Paul,2008,NOH,FT,4.2
David West,2008,NOH,FT,3.9
Brandon Roy,2008,POR,FT,3.8
Chris Paul,2008,NOH,STL,2.7
Andre Iguodala,2008,PHI,STL,2.1
LeBron James,2008,CLE,STL,1.8
Kobe Bryant,2008,LAL,STL,1.8
Manu Ginóbili,2008,SAS,STL,1.5
Paul Pierce,2008,BOS,STL,1.3
Marko Jarić,2008,MIN,STL,1.3
Andrei Kirilenko,2008,UTA,STL,1.2
Kenyon Martin,2008,DEN,STL,1.2
Carlos Boozer,2008,UTA,STL,1.2
Marquis Daniels,2008,IND,STL,1.1
T.J. Ford,2008,TOR,STL,1.1
Brandon Roy,2008,POR,STL,1.1
Jason Terry,2008,DAL,STL,1.1
Anthony Parker,2008,TOR,STL,1.0
Chris Kaman,2008,LAC,BLK,2.8
Samuel Dalembert,2008,PHI,BLK,2.3
Dwight Howard,2008,ORL,BLK,2.1
Yao Ming,2008,HOU,BLK,2.0
Tim Duncan,2008,SAS,BLK,1.9
Emeka Okafor,2008,CHA,BLK,1.7
Zydrunas Ilgauskas,2008,CLE,BLK,1.6
Andrei Kirilenko,2008,UTA,BLK,1.5
Erick Dampier,2008,DAL,BLK,1.5
Al Jefferson,2008,MIN,BLK,1.5
Andray Blatche,2008,WAS,BLK,1.4
David West,2008,NOH,BLK,1.3
Amir Johnson,2008,DET,BLK,1.3
Andris Biedriņš,2008,GSW,BLK,1.2
Kenyon Martin,2008,DEN,BLK,1.2
Steve Nash,2008,PHO,3P,2.2
Manu Ginóbili,2008,SAS,3P,2.1
Daniel Gibson,2008,CLE,3P,2.0
Ben Gordon,2008,CHI,3P,2.0
Juan Carlos Navarro,2008,MEM,3P,1.9
Michael Redd,2008,MIL,3P,1.8
Kobe Bryant,2008,LAL,3P,1.8
Paul Pierce,2008,BOS,3P,1.8
Jason Terry,2008,DAL,3P,1.7
Anthony Parker,2008,TOR,3P,1.6
Martell Webster,2008,POR,3P,1.6
Mehmet Okur,2008,UTA,3P,1.6
James Jones,2008,POR,3P,1.6
Carlos Delfino,2008,TOR,3P,1.5
LeBron James,2008,CLE,3P,1.5
Linas Kleiza,2009,DEN,PTS,9.9
Keyon Dooling,2009,NJN,PTS,9.7
C.J. Watson,2009,GSW,PTS,9.5
Greg Oden,2009,POR,PTS,8.9
Jarvis Hayes,2009,NJN,PTS,8.7
Yi Jianlian,2009,NJN,PTS,8.6
Brandon Bass,2009,DAL,PTS,8.5
Willie Green,2009,PHI,PTS,8.5
Nick Collison,2009,OKC,PTS,8.2
Jason Kapono,2009,TOR,PTS,8.2
Matt Bonner,2009,SAS,PTS,8.2
Brandon Rush,2009,IND,PTS,8.1
J.J. Barea,2009,DAL,PTS,7.8
Daniel Gibson,2009,CLE,PTS,7.8
Bobby Simmons,2009,NJN,PTS,7.8
Steve Nash,2009,PHO,AST,9.7
LeBron James,2009,CLE,AST,7.2
Chris Duhon,2009,NYK,AST,7.2
Tony Parker,2009,SAS,AST,6.9
T.J. Ford,2009,IND,AST,5.3
Andre Iguodala,2009,PHI,AST,5.3
Brandon Roy,2009,POR,AST,5.1
Kobe Bryant,2009,LAL,AST,4.9
Rodney Stuckey,2009,DET,AST,4.9
Richard Hamilton,2009,DET,AST,4.4
Paul Pierce,2009,BOS,AST,3.6
Tim Duncan,2009,SAS,AST,3.5
Keyon Dooling,2009,NJN,AST,3.5
Jason Terry,2009,DAL,AST,3.4
Ben Gordon,2009,CHI,AST,3.4
Dwight Howard,2009,ORL,DRB,9.6
Tim Duncan,2009,SAS,DRB,8.0
Andris Biedriņš,2009,GSW,DRB,7.6
Al Jefferson,2009,MIN,DRB,7.5
Dirk Nowitzki,2009,DAL,DRB,7.3
Chris Bosh,2009,TOR,DRB,7.2
Yao Ming,2009,HOU,DRB,7.2
Al Horford,2009,ATL,DRB,7.1
Emeka Okafor,2009,CHA,DRB,6.7
David West,2009,NOH,DRB,6.4
LeBron James,2009,CLE,DRB,6.3
Luis Scola,2009,HOU,DRB,6.3
Mehmet Okur,2009,UTA,DRB,6.0
Udonis Haslem,2009,MIA,DRB,6.0
Lamar Odom,2009,LAL,DRB,5.9
Dwight Howard,2009,ORL,ORB,4.3
Andris Biedriņš,2009,GSW,ORB,3.6
Emeka Okafor,2009,CHA,ORB,3.4
Al Jefferson,2009,MIN,ORB,3.4
Joakim Noah,2009,CHI,ORB,3.1
Jeff Foster,2009,IND,ORB,2.9
Chris Bosh,2009,TOR,ORB,2.8
Greg Oden,2009,POR,ORB,2.8
Brook Lopez,2009,NJN,ORB,2.7
Tim Duncan,2009,SAS,ORB,2.7
Erick Dampier,2009,DAL,ORB,2.7
Samuel Dalembert,2009,PHI,ORB,2.6
Yao Ming,2009,HOU,ORB,2.6
Nick Collison,2009,OKC,ORB,2.5
Zydrunas Ilgauskas,2009,CLE,ORB,2.4
LeBron James,2009,CLE,FT,7.3
Corey Maggette,2009,GSW,FT,6.7
Chris Bosh,2009,TOR,FT,6.5
Dwight Howard,2009,ORL,FT,6.4
Dirk Nowitzki,2009,DAL,FT,6.0
Kobe Bryant,2009,LAL,FT,5.9
Chris Paul,2009,NOH,FT,5.8
Paul Pierce,2009,BOS,FT,5.7
Brandon Roy,2009,POR,FT,5.3
Yao Ming,2009,HOU,FT,4.9
David West,2009,NOH,FT,4.8
Andre Iguodala,2009,PHI,FT,4.6
Tim Duncan,2009,SAS,FT,4.5
Ben Gordon,2009,CHI,FT,4.0
Tony Parker,2009,SAS,FT,3.9
Chris Paul,2009,NOH,STL,2.8
LeBron James,2009,CLE,STL,1.7
Andre Iguodala,2009,PHI,STL,1.6
Kobe Bryant,2009,LAL,STL,1.5
Kenyon Martin,2009,DEN,STL,1.5
Jason Terry,2009,DAL,STL,1.3
Anthony Parker,2009,TOR,STL,1.3
C.J. Watson,2009,GSW,STL,1.2
Andrei Kirilenko,2009,UTA,STL,1.2
T.J. Ford,2009,IND,STL,1.2
Grant Hill,2009,PHO,STL,1.1
O.J. Mayo,2009,MEM,STL,1.1
Marquis Daniels,2009,IND,STL,1.1
Brandon Roy,2009,POR,STL,1.1
Lamar Odom,2009,LAL,STL,1.0
Dwight Howard,2009,ORL,BLK,2.9
Yao Ming,2009,HOU,BLK,1.9
Brook Lopez,2009,NJN,BLK,1.8
Samuel Dalembert,2009,PHI,BLK,1.8
Emeka Okafor,2009,CHA,BLK,1.7
Al Jefferson,2009,MIN,BLK,1.7
Tim Duncan,2009,SAS,BLK,1.7
Andris Biedriņš,2009,GSW,BLK,1.5
Al Horford,2009,ATL,BLK,1.4
Joakim Noah,2009,CHI,BLK,1.4
Lamar Odom,2009,LAL,BLK,1.3
Zydrunas Ilgauskas,2009,CLE,BLK,1.3
Andrea Bargnani,2009,TOR,BLK,1.2
Erick Dampier,2009,DAL,BLK,1.2
Kenyon Martin,2009,DEN,BLK,1.1
Jason Terry,2009,DAL,3P,2.3
Ben Gordon,2009,CHI,3P,2.1
Rudy Fernández,2009,POR,3P,2.0
O.J. Mayo,2009,MEM,3P,1.8
Quentin Richardson,2009,NYK,3P,1.7
Chris Duhon,2009,NYK,3P,1.6
Bobby Simmons,2009,NJN,3P,1.6
LeBron James,2009,CLE,3P,1.6
Matt Bonner,2009,SAS,3P,1.5
Paul Pierce,2009,BOS,3P,1.5
Andrea Bargnani,2009,TOR,3P,1.5
Steve Nash,2009,PHO,3P,1.5
Kobe Bryant,2009,LAL,3P,1.4
Daniel Gibson,2009,CLE,3P,1.4
Jarvis Hayes,2009,NJN,3P,1.3
Udonis Haslem,2010,MIA,PTS,9.9
Chris Douglas-Roberts,2010,NJN,PTS,9.8
Martell Webster,2010,POR,PTS,9.4
Brandon Rush,2010,IND,PTS,9.4
Quentin Richardson,2010,MIA,PTS,8.9
Willie Green,2010,PHI,PTS,8.7
DeMar DeRozan,2010,TOR,PTS,8.6
Donté Greene,2010,SAC,PTS,8.5
Robin Lopez,2010,PHO,PTS,8.4
Samuel Dalembert,2010,PHI,PTS,8.1
Rudy Fernández,2010,POR,PTS,8.1
Jrue Holiday,2010,PHI,PTS,8.0
DeJuan Blair,2010,SAS,PTS,7.8
Craig Smith,2010,LAC,PTS,7.8
J.J. Barea,2010,DAL,PTS,7.6
LeBron James,2010,CLE,AST,8.6
Stephen Curry,2010,GSW,AST,5.9
Andre Iguodala,2010,PHI,AST,5.8
Darren Collison,2010,NOH,AST,5.7
Tony Parker,2010,SAS,AST,5.7
Chris Duhon,2010,NYK,AST,5.6
Kobe Bryant,2010,LAL,AST,5.0
Manu Ginóbili,2010,SAS,AST,4.9
Rodney Stuckey,2010,DET,AST,4.8
Brandon Roy,2010,POR,AST,4.7
Will Bynum,2010,DET,AST,4.5
Jrue Holiday,2010,PHI,AST,3.8
Jason Terry,2010,DAL,AST,3.8
Lamar Odom,2010,LAL,AST,3.3
J.J. Barea,2010,DAL,AST,3.3
Dwight Howard,2010,ORL,DRB,9.7
Carlos Boozer,2010,UTA,DRB,8.9
Chris Bosh,2010,TOR,DRB,7.9
Joakim Noah,2010,CHI,DRB,7.6
Lamar Odom,2010,LAL,DRB,7.5
Tim Duncan,2010,SAS,DRB,7.3
Al Horford,2010,ATL,DRB,7.0
Kenyon Martin,2010,DEN,DRB,7.0
Al Jefferson,2010,MIN,DRB,6.9
Chris Kaman,2010,LAC,DRB,6.8
Dirk Nowitzki,2010,DAL,DRB,6.7
Samuel Dalembert,2010,PHI,DRB,6.6
Luis Scola,2010,HOU,DRB,6.5
LeBron James,2010,CLE,DRB,6.4
Emeka Okafor,2010,NOH,DRB,6.0
Dwight Howard,2010,ORL,ORB,3.5
Joakim Noah,2010,CHI,ORB,3.4
Brook Lopez,2010,NJN,ORB,3.3
Emeka Okafor,2010,NOH,ORB,3.1
Chris Bosh,2010,TOR,ORB,2.9
Samuel Dalembert,2010,PHI,ORB,2.9
Al Horford,2010,ATL,ORB,2.9
Tim Duncan,2010,SAS,ORB,2.8
Al Jefferson,2010,MIN,ORB,2.4
DeJuan Blair,2010,SAS,ORB,2.4
Kenyon Martin,2010,DEN,ORB,2.4
Elton Brand,2010,PHI,ORB,2.4
Chris Kaman,2010,LAC,ORB,2.4
Erick Dampier,2010,DAL,ORB,2.3
Carlos Boozer,2010,UTA,ORB,2.3
LeBron James,2010,CLE,FT,7.8
Chris Bosh,2010,TOR,FT,6.7
Dirk Nowitzki,2010,DAL,FT,6.6
Corey Maggette,2010,GSW,FT,6.6
Kobe Bryant,2010,LAL,FT,6.0
Dwight Howard,2010,ORL,FT,5.9
Brandon Roy,2010,POR,FT,5.3
Paul Pierce,2010,BOS,FT,5.2
Brook Lopez,2010,NJN,FT,5.1
Manu Ginóbili,2010,SAS,FT,4.1
Rodney Stuckey,2010,DET,FT,4.1
Andre Iguodala,2010,PHI,FT,3.8
David West,2010,NOH,FT,3.7
Carlos Boozer,2010,UTA,FT,3.7
Tim Duncan,2010,SAS,FT,3.5
Stephen Curry,2010,GSW,STL,1.9
Andre Iguodala,2010,PHI,STL,1.7
C.J. Watson,2010,GSW,STL,1.6
LeBron James,2010,CLE,STL,1.6
Kobe Bryant,2010,LAL,STL,1.5
Rodney Stuckey,2010,DET,STL,1.4
Manu Ginóbili,2010,SAS,STL,1.4
Andrei Kirilenko,2010,UTA,STL,1.4
Paul Pierce,2010,BOS,STL,1.2
O.J. Mayo,2010,MEM,STL,1.2
Kenyon Martin,2010,DEN,STL,1.2
Jason Terry,2010,DAL,STL,1.2
Carlos Delfino,2010,MIL,STL,1.1
Elton Brand,2010,PHI,STL,1.1
Jrue Holiday,2010,PHI,STL,1.1
Dwight Howard,2010,ORL,BLK,2.8
Samuel Dalembert,2010,PHI,BLK,1.8
Brook Lopez,2010,NJN,BLK,1.7
Joakim Noah,2010,CHI,BLK,1.6
Emeka Okafor,2010,NOH,BLK,1.5
Tim Duncan,2010,SAS,BLK,1.5
Erick Dampier,2010,DAL,BLK,1.4
Andrea Bargnani,2010,TOR,BLK,1.4
Al Jefferson,2010,MIN,BLK,1.3
Andrei Kirilenko,2010,UTA,BLK,1.2
Chris Kaman,2010,LAC,BLK,1.2
Mehmet Okur,2010,UTA,BLK,1.1
Elton Brand,2010,PHI,BLK,1.1
Al Horford,2010,ATL,BLK,1.1
Kenyon Martin,2010,DEN,BLK,1.1
Stephen Curry,2010,GSW,3P,2.1
Quentin Richardson,2010,MIA,3P,1.9
Carlos Delfino,2010,MIL,3P,1.8
Manu Ginóbili,2010,SAS,3P,1.8
Jason Terry,2010,DAL,3P,1.8
LeBron James,2010,CLE,3P,1.7
O.J. Mayo,2010,MEM,3P,1.7
Rudy Fernández,2010,POR,3P,1.6
Paul Pierce,2010,BOS,3P,1.5
Martell Webster,2010,POR,3P,1.5
Andrea Bargnani,2010,TOR,3P,1.5
Steve Nash,2010,PHO,3P,1.5
Brandon Rush,2010,IND,3P,1.5
Kobe Bryant,2010,LAL,3P,1.4
Matt Bonner,2010,SAS,3P,1.4
Landry Fields,2011,NYK,PTS,9.7
Amir Johnson,2011,TOR,PTS,9.6
Jordan Farmar,2011,NJN,PTS,9.6
J.J. Barea,2011,DAL,PTS,9.5
Darrell Arthur,2011,MEM,PTS,9.1
Brandon Rush,2011,IND,PTS,9.1
Tony Allen,2011,MEM,PTS,8.9
Willie Green,2011,NOH,PTS,8.7
Rudy Fernández,2011,POR,PTS,8.6
Anthony Parker,2011,CLE,PTS,8.3
DeJuan Blair,2011,SAS,PTS,8.3
Samuel Dalembert,2011,SAC,PTS,8.1
Will Bynum,2011,DET,PTS,7.9
Paul George,2011,IND,PTS,7.8
Matt Bonner,2011,SAS,PTS,7.3
Chris Paul,2011,NOH,AST,9.8
John Wall,2011,WAS,AST,8.3
LeBron James,2011,MIA,AST,7.0
Tony Parker,2011,SAS,AST,6.6
Jrue Holiday,2011,PHI,AST,6.5
Andre Iguodala,2011,PHI,AST,6.3
Stephen Curry,2011,GSW,AST,5.8
Rodney Stuckey,2011,DET,AST,5.2
Darren Collison,2011,IND,AST,5.1
Jordan Farmar,2011,NJN,AST,5.0
Manu Ginóbili,2011,SAS,AST,4.9
Kobe Bryant,2011,LAL,AST,4.7
Jason Terry,2011,DAL,AST,4.1
J.J. Barea,2011,DAL,AST,3.9
Al Horford,2011,ATL,AST,3.5
Carlos Boozer,2011,CHI,DRB,7.4
Al Horford,2011,ATL,DRB,7.0
Al Jefferson,2011,UTA,DRB,6.8
Tim Duncan,2011,SAS,DRB,6.7
LeBron James,2011,MIA,DRB,6.5
Chris Bosh,2011,MIA,DRB,6.5
Lamar Odom,2011,LAL,DRB,6.5
Dirk Nowitzki,2011,DAL,DRB,6.3
Emeka Okafor,2011,NOH,DRB,6.3
Luis Scola,2011,HOU,DRB,6.2
Samuel Dalembert,2011,SAC,DRB,5.6
Andray Blatche,2011,WAS,DRB,5.4
Elton Brand,2011,PHI,DRB,5.4
David West,2011,NOH,DRB,5.3
Landry Fields,2011,NYK,DRB,5.1
Dwight Howard,2011,ORL,ORB,4.0
Emeka Okafor,2011,NOH,ORB,3.2
Andray Blatche,2011,WAS,ORB,2.9
Elton Brand,2011,PHI,ORB,2.9
Al Jefferson,2011,UTA,ORB,2.9
Jeff Foster,2011,IND,ORB,2.9
DeJuan Blair,2011,SAS,ORB,2.7
Samuel Dalembert,2011,SAC,ORB,2.7
